Sample_No,Date_Sampled,Sample_Point,System,Zone,Measure,Result,Units
5890155,2018-12-23,095J01,Bendigo,Bendigo (Spring Gully),Turbidity,0.2,NTU
5890154,2018-12-23,095H22,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5890154,2018-12-23,095H22,Bendigo,Bendigo (Southern),Turbidity,0.3,NTU
5890151,2018-12-23,095A24,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5889938,2018-12-19,095C06,Bendigo,Strathfieldsaye,THMs,0.006,mg/L
5889987,2018-12-26,095D06,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5890126,2018-12-26,095B09,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5890125,2018-12-26,090D03,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5890123,2018-12-26,090B09,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5890122,2018-12-26,090A02,Laanecoorie,Laanecoorie,Turbidity,0.1,NTU
5890122,2018-12-26,090A02,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5798666,2018-10-21,095D01,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5798044,2018-10-03,095K02,Bendigo,Junortoun,THMs,0.011,mg/L
5798013,2018-10-03,095H19,Bendigo,Bendigo (Southern),Turbidity,0.3,NTU
5797984,2018-10-02,095B08,Bendigo,Maiden Gully - Marong,Turbidity,0.3,NTU
5798034,2018-10-03,095K02,Bendigo,Junortoun,Turbidity,0.3,NTU
5798014,2018-10-03,095J05,Bendigo,Bendigo (Spring Gully),Turbidity,0.2,NTU
5798017,2018-10-03,095N03,Bendigo,Bendigo (Raywood),Turbidity,0.2,NTU
5797982,2018-10-02,090C01,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5797980,2018-10-02,090A03,Laanecoorie,Laanecoorie,Turbidity,0.2,NTU
5797983,2018-10-02,090D02,Laanecoorie,Bealiba,Turbidity,0.3,NTU
5798010,2018-10-03,095F04,Bendigo,Big Hill,Turbidity,0.2,NTU
5848007,2018-11-21,095K04,Bendigo,Junortoun,Turbidity,0.1,NTU
5847405,2018-11-11,095D02,Bendigo,Epsom - Huntly,THMs,0.008,mg/L
5847700,2018-11-14,095J08,Bendigo,Bendigo (Spring Gully),Turbidity,0.1,NTU
5847628,2018-11-13,095B02,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5847717,2018-11-14,095C09,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5847624,2018-11-13,090B06,Laanecoorie,Dunolly,Turbidity,0.2,NTU
5847634,2018-11-13,090D01,Laanecoorie,Bealiba,THMs,0.074,mg/L
5735107,2018-08-19,095D11,Bendigo,Epsom - Huntly,Turbidity,0.2,NTU
5480817,2018-03-20,095B05,Bendigo,Maiden Gully - Marong,Turbidity,0.05,NTU
5484292,2018-03-21,095A10,Bendigo,Bendigo (Northern),Turbidity,0.05,NTU
5484313,2018-03-21,095N03,Bendigo,Bendigo (Raywood),THMs,0.15,mg/L
5491397,2018-03-28,095M03,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5587104,2018-03-21,095L02,Bendigo,Bendigo (Axedale),Turbidity,0.05,NTU
5484330,2018-03-21,095K05,Bendigo,Junortoun,THMs,0.097,mg/L
5592030,2018-03-25,095D02,Bendigo,Epsom - Huntly,Turbidity,0.05,NTU
5491390,2018-03-28,095A18,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5491394,2018-03-28,095H02,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5491378,2018-03-27,095B08,Bendigo,Maiden Gully - Marong,Turbidity,0.05,NTU
5491392,2018-03-28,095F04,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5889578,2018-12-12,095K03,Bendigo,Junortoun,THMs,0.009,mg/L
5890752,2018-12-12,095N03,Bendigo,Bendigo (Raywood),THMs,0.058,mg/L
5690256,2018-07-03,095B07,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5690110,2018-07-01,095D07,Bendigo,Epsom - Huntly,Turbidity,0.2,NTU
5198970,2017-06-20,090C02,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5198969,2017-06-20,090B06,Laanecoorie,Dunolly,Turbidity,0.4,NTU
5198999,2017-06-22,095N03,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5199025,2017-06-21,095L03,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5199008,2017-06-22,095A16,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5198994,2017-06-22,095F02,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5198971,2017-06-20,090D03,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5198979,2017-06-20,090A04,Laanecoorie,Laanecoorie,THMs,0.068,mg/L
5198998,2017-06-22,095M04,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5251724,2017-07-04,090A02,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5199016,2017-06-21,095C07,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5019354,2017-01-17,090C03,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5019031,2017-01-10,095B01,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5019055,2017-01-11,095H13,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5019057,2017-01-11,095J07,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5264598,2017-06-28,095J12,Bendigo,Bendigo (Spring Gully),Turbidity,0.05,NTU
5264601,2017-06-28,095M01,Bendigo,Bendigo (Sebastian),Turbidity,0.05,NTU
5264603,2017-06-28,095N04,Bendigo,Bendigo (Raywood),Turbidity,0.05,NTU
5019027,2017-01-10,090A03,Laanecoorie,Laanecoorie,Turbidity,0.2,NTU
5019056,2017-01-11,095H14,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5019053,2017-01-11,095F04,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5019078,2017-01-11,095K02,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5019395,2017-01-18,095J01,Bendigo,Bendigo (Spring Gully),Turbidity,0.3,NTU
5198997,2017-06-22,095J08,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5019068,2017-01-11,095N01,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5019079,2017-01-11,095L04,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5019028,2017-01-10,090B05,Laanecoorie,Dunolly,Turbidity,0.2,NTU
5019352,2017-01-17,090A01,Laanecoorie,Laanecoorie,Turbidity,0.3,NTU
5019030,2017-01-10,090D03,Laanecoorie,Bealiba,Turbidity,0.2,NTU
5040087,2017-02-15,095L04,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5040034,2017-02-14,090A01,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5039797,2017-02-08,095C05,Bendigo,Strathfieldsaye,Turbidity,0.4,NTU
5039799,2017-02-08,095L03,Bendigo,Bendigo (Axedale),Turbidity,0.2,NTU
5039730,2017-02-07,090C03,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5039757,2017-02-08,095A07,Bendigo,Bendigo (Northern),Turbidity,0.2,NTU
5019368,2017-01-17,095B05,Bendigo,Maiden Gully - Marong,THMs,0.009,mg/L
5173275,2017-05-21,095D02,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5199042,2017-06-21,095L03,Bendigo,Bendigo (Axedale),THMs,0.05,mg/L
5199171,2017-06-27,090C04,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5198995,2017-06-22,095H04,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5251747,2017-07-05,095A08,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5199063,2017-06-25,095D10,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5264595,2017-06-28,095A03,Bendigo,Bendigo (Northern),Turbidity,0.1,NTU
5264387,2017-06-27,090A01,Laanecoorie,Laanecoorie,Turbidity,0.3,NTU
5251737,2017-07-04,095B03,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5251729,2017-07-04,090D01,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5199210,2017-06-29,095C09,Bendigo,Strathfieldsaye,Turbidity,0.3,NTU
5265940,2017-06-29,095K09,Bendigo,Junortoun,Turbidity,0.2,NTU
5251746,2017-07-05,095A07,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5251749,2017-07-05,095H02,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5251751,2017-07-05,095H21,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5264390,2017-06-27,095B02,Bendigo,Maiden Gully - Marong,Turbidity,0.05,NTU
5174345,2017-05-23,090C01,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5039811,2017-02-08,095L03,Bendigo,Bendigo (Axedale),THMs,0.047,mg/L
5018538,2017-01-02,095D02,Bendigo,Epsom - Huntly,Turbidity,0.2,NTU
5018669,2017-01-04,090C02,Laanecoorie,Tarnagulla,Turbidity,0.3,NTU
5198495,2017-06-08,095M04,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5251627,2017-07-02,095D06,Bendigo,Epsom - Huntly,Turbidity,0.05,NTU
5198496,2017-06-08,095N04,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5251745,2017-07-05,095A04,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5198456,2017-06-07,090A01,Laanecoorie,Laanecoorie,Turbidity,0.7,NTU
5019059,2017-01-11,095M01,Bendigo,Bendigo (Sebastian),Turbidity,0.2,NTU
5385573,2017-11-08,095C08,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5385559,2017-11-08,095F04,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5385284,2017-11-02,095F03,Bendigo,Big Hill,THMs,0.006,mg/L
5019055,2017-01-11,095H13,Bendigo,Bendigo (Southern),Turbidity,0.2,NTU
5019170,2017-01-15,095D05,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5019068,2017-01-11,095N01,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5019053,2017-01-11,095F04,Bendigo,Big Hill,Turbidity,0.2,NTU
5019050,2017-01-11,095A02,Bendigo,Bendigo (Northern),Turbidity,0.2,NTU
5019079,2017-01-11,095L04,Bendigo,Bendigo (Axedale),Turbidity,0.2,NTU
5385565,2017-11-08,095M02,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5385560,2017-11-08,095H01,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5385323,2017-11-02,095L05,Bendigo,Bendigo (Axedale),THMs,0.007,mg/L
5385563,2017-11-08,095J03,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5385561,2017-11-08,095H02,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5385558,2017-11-08,095A17,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5385574,2017-11-08,095K04,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5385564,2017-11-08,095J12,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5385559,2017-11-08,095F04,Bendigo,Big Hill,Turbidity,0.3,NTU
5385558,2017-11-08,095A17,Bendigo,Bendigo (Northern),Turbidity,0.1,NTU
5385566,2017-11-08,095N01,Bendigo,Bendigo (Raywood),Turbidity,0.2,NTU
5385575,2017-11-08,095L04,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5198489,2017-06-08,095F01,Bendigo,Big Hill,Turbidity,0.1,NTU
5385573,2017-11-08,095C08,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5385530,2017-11-07,090C01,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5385297,2017-11-02,095C09,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5385244,2017-11-01,090B08,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5385246,2017-11-01,090D07,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5385243,2017-11-01,090A03,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5385562,2017-11-08,095H06,Bendigo,Bendigo (Southern),Turbidity,0.1,NTU
5385298,2017-11-02,095K09,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5385288,2017-11-02,095N04,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5385245,2017-11-01,090C02,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5385266,2017-11-02,095A20,Bendigo,Bendigo (Northern),Turbidity,0.2,NTU
5385266,2017-11-02,095A20,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5385287,2017-11-02,095M01,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5385255,2017-11-01,095B02,Bendigo,Maiden Gully - Marong,Turbidity,0.1,NTU
5385255,2017-11-01,095B02,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5385270,2017-11-02,095H04,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5385246,2017-11-01,090D07,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5385244,2017-11-01,090B08,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5385528,2017-11-07,090A02,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5385566,2017-11-08,095N01,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5173193,2017-05-17,095M04,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5173291,2017-05-21,095D02,Bendigo,Epsom - Huntly,THMs,0.005,mg/L
5173380,2017-05-23,090B05,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5039730,2017-02-07,090C03,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5039778,2017-02-08,095N02,Bendigo,Bendigo (Raywood),Turbidity,0.2,NTU
5039728,2017-02-07,090A04,Laanecoorie,Laanecoorie,Turbidity,0.2,NTU
5173198,2017-05-17,095A05,Bendigo,Bendigo (Northern),THMs,0.005,mg/L
5173379,2017-05-23,090A03,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5039119,2017-01-31,090A03,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5039162,2017-02-01,095J08,Bendigo,Bendigo (Spring Gully),Turbidity,0.2,NTU
5039161,2017-02-01,095H24,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5174336,2017-05-16,090B01,Laanecoorie,Dunolly,Turbidity,0.2,NTU
5173208,2017-05-17,095C03,Bendigo,Strathfieldsaye,Turbidity,0.1,NTU
5173200,2017-05-17,095N04,Bendigo,Bendigo (Raywood),THMs,0.044,mg/L
5039120,2017-01-31,090B01,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5039145,2017-01-31,095B02,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5039162,2017-02-01,095J08,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5039164,2017-02-01,095N01,Bendigo,Bendigo (Raywood),Turbidity,0.2,NTU
5039799,2017-02-08,095L03,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5039778,2017-02-08,095N02,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5039775,2017-02-08,095J12,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5039776,2017-02-08,095J13,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5039773,2017-02-08,095H05,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5040065,2017-02-15,095H02,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5040067,2017-02-15,095J09,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5040076,2017-02-15,095M03,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5040062,2017-02-15,095A12,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5040036,2017-02-14,090C04,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5040086,2017-02-15,095K09,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5018671,2017-01-04,095B06,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5018700,2017-01-03,095M03,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5040086,2017-02-15,095K09,Bendigo,Junortoun,Turbidity,0.1,NTU
5039729,2017-02-07,090B09,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5039732,2017-02-07,095B03,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5039731,2017-02-07,090D02,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5039731,2017-02-07,090D02,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5198489,2017-06-08,095F01,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5198466,2017-06-07,090C01,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5198469,2017-06-07,095B09,Bendigo,Maiden Gully - Marong,Turbidity,0.1,NTU
5198496,2017-06-08,095N04,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5198512,2017-06-08,095K06,Bendigo,Junortoun,Turbidity,0.1,NTU
5198491,2017-06-08,095H12,Bendigo,Bendigo (Southern),Turbidity,0.3,NTU
5198579,2017-06-12,095D07,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5198479,2017-06-08,095A20,Bendigo,Bendigo (Northern),Turbidity,0.2,NTU
5198468,2017-06-07,090D01,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5198516,2017-06-08,095C04,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5385373,2017-11-05,095D05,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5019038,2017-01-10,090C01,Laanecoorie,Tarnagulla,THMs,0.12,mg/L
5019065,2017-01-11,095H13,Bendigo,Bendigo (Southern),THMs,0.009,mg/L
5019352,2017-01-17,090A01,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5019067,2017-01-11,095M01,Bendigo,Bendigo (Sebastian),THMs,0.04,mg/L
5019093,2017-01-11,095C01,Bendigo,Strathfieldsaye,THMs,0.007,mg/L
5019170,2017-01-15,095D05,Bendigo,Epsom - Huntly,Turbidity,0.2,NTU
5385562,2017-11-08,095H06,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5385528,2017-11-07,090A02,Laanecoorie,Laanecoorie,Turbidity,0.2,NTU
5385245,2017-11-01,090C02,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5385298,2017-11-02,095K09,Bendigo,Junortoun,Turbidity,0.1,NTU
5385288,2017-11-02,095N04,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5385269,2017-11-02,095F03,Bendigo,Big Hill,Turbidity,0.1,NTU
5385269,2017-11-02,095F03,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5385287,2017-11-02,095M01,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5385271,2017-11-02,095H05,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5385285,2017-11-02,095J02,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5019057,2017-01-11,095J07,Bendigo,Bendigo (Spring Gully),Turbidity,0.2,NTU
5040048,2017-02-14,095B04,Bendigo,Maiden Gully - Marong,THMs,0.009,mg/L
5040076,2017-02-15,095M03,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5019475,2017-01-22,095D07,Bendigo,Epsom - Huntly,Turbidity,0.2,NTU
5281712,2017-08-29,090B08,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5281048,2017-08-08,090D01,Laanecoorie,Bealiba,Turbidity,0.2,NTU
5281068,2017-08-10,095A18,Bendigo,Bendigo (Northern),Turbidity,0.1,NTU
5281075,2017-08-10,095J07,Bendigo,Bendigo (Spring Gully),Turbidity,0.1,NTU
5280814,2017-08-01,090D08,Laanecoorie,Bealiba,Turbidity,0.05,NTU
5280812,2017-08-01,090A05,Laanecoorie,Laanecoorie,Turbidity,0.2,NTU
5280863,2017-08-02,095K08,Bendigo,Junortoun,Turbidity,0.05,NTU
5306628,2017-08-02,095C06,Bendigo,Strathfieldsaye,Turbidity,0.05,NTU
5281070,2017-08-10,095F03,Bendigo,Big Hill,Turbidity,0.1,NTU
5019059,2017-01-11,095M01,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5198996,2017-06-22,095H05,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5199024,2017-06-21,095K07,Bendigo,Junortoun,THMs,0.003,mg/L
5019356,2017-01-17,095B05,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5019058,2017-01-11,095J11,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5019050,2017-01-11,095A02,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5019383,2017-01-18,095A23,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5019353,2017-01-17,090B03,Laanecoorie,Dunolly,Turbidity,0.2,NTU
5019394,2017-01-18,095H18,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5387336,2017-12-21,095M01,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5387336,2017-12-21,095M01,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5039774,2017-02-08,095H10,Bendigo,Bendigo (Southern),Turbidity,0.2,NTU
5039798,2017-02-08,095K01,Bendigo,Junortoun,Turbidity,0.2,NTU
5039732,2017-02-07,095B03,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5018710,2017-01-05,095C02,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5018699,2017-01-04,095J06,Bendigo,Bendigo (Spring Gully),Turbidity,0.2,NTU
5018684,2017-01-05,095A19,Bendigo,Bendigo (Northern),Turbidity,0.2,NTU
5019028,2017-01-10,090B05,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5018686,2017-01-05,095H23,Bendigo,Bendigo (Southern),Turbidity,0.2,NTU
5019031,2017-01-10,095B01,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5019030,2017-01-10,090D03,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5019029,2017-01-10,090C01,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5018711,2017-01-05,095K05,Bendigo,Junortoun,Turbidity,0.2,NTU
5018819,2017-01-08,095D03,Bendigo,Epsom - Huntly,Turbidity,0.2,NTU
5018712,2017-01-05,095L03,Bendigo,Bendigo (Axedale),Turbidity,0.1,NTU
5019027,2017-01-10,090A03,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5019066,2017-01-11,095J07,Bendigo,Bendigo (Spring Gully),THMs,0.006,mg/L
5385545,2017-11-08,095A02,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5385297,2017-11-02,095C09,Bendigo,Strathfieldsaye,Turbidity,0.1,NTU
5385299,2017-11-02,095L05,Bendigo,Bendigo (Axedale),Turbidity,0.1,NTU
5385267,2017-11-02,095A22,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5385268,2017-11-02,095A23,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5040085,2017-02-15,095C07,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5040077,2017-02-15,095N04,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5039120,2017-01-31,090B01,Laanecoorie,Dunolly,Turbidity,0.2,NTU
5252464,2017-07-25,090C04,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5252046,2017-07-13,095J10,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5252067,2017-07-13,095K05,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5286972,2017-07-18,090D07,Laanecoorie,Bealiba,Turbidity,0.4,NTU
5252296,2017-07-19,095A13,Bendigo,Bendigo (Northern),Turbidity,0.05,NTU
5252462,2017-07-25,090A02,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5252042,2017-07-13,095H22,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5280144,2017-07-12,090A04,Laanecoorie,Laanecoorie,Turbidity,0.1,NTU
5280828,2017-08-02,095F01,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5252027,2017-07-13,095A12,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5252040,2017-07-13,095H03,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5252068,2017-07-13,095L05,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5280146,2017-07-12,095B05,Bendigo,Maiden Gully - Marong,Turbidity,0.05,NTU
5252156,2017-07-16,095D01,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5252029,2017-07-12,090C02,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5280145,2017-07-12,090B01,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5252045,2017-07-13,095N02,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5281713,2017-08-29,090C04,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5281756,2017-08-30,095K09,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5281047,2017-08-08,090C01,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5281098,2017-08-09,095C04,Bendigo,Strathfieldsaye,Turbidity,0.05,NTU
5281077,2017-08-10,095N03,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5281176,2017-08-13,095D03,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5198498,2017-06-08,095H12,Bendigo,Bendigo (Southern),THMs,0.006,mg/L
5132454,2017-04-20,095L04,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5198748,2017-06-15,095M01,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5198746,2017-06-15,095J02,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5198746,2017-06-15,095J02,Bendigo,Bendigo (Spring Gully),Turbidity,0.2,NTU
5198748,2017-06-15,095M01,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5198500,2017-06-08,095J11,Bendigo,Bendigo (Spring Gully),THMs,0.005,mg/L
5198715,2017-06-14,090A02,Laanecoorie,Laanecoorie,Turbidity,0.2,NTU
5198730,2017-06-14,095B07,Bendigo,Maiden Gully - Marong,THMs,0.006,mg/L
5198741,2017-06-15,095F04,Bendigo,Big Hill,Turbidity,0.2,NTU
5131128,2017-04-06,095N03,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5132078,2017-04-11,090C01,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5198501,2017-06-08,095M04,Bendigo,Bendigo (Sebastian),THMs,0.032,mg/L
5172954,2017-05-10,095M03,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5172949,2017-05-10,095H03,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5019617,2017-01-24,090B08,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5019647,2017-01-26,095J03,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5019078,2017-01-11,095K02,Bendigo,Junortoun,Turbidity,0.2,NTU
5019077,2017-01-11,095C01,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5019736,2017-01-29,095D04,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5019661,2017-01-26,095F01,Bendigo,Big Hill,THMs,0.005,mg/L
5039159,2017-02-01,095F01,Bendigo,Big Hill,E Coli,0,Orgs/100mL
