Sample_No,Date_Sampled,Sample_Point,System,Zone,Measure,Result,Units
5580313,2018-04-11,095L03,Bendigo,Bendigo (Axedale),THMs,0.058,mg/L
5580311,2018-04-11,095C06,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5580562,2018-04-18,095N01,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5385870,2017-11-15,095H20,Bendigo,Bendigo (Southern),Turbidity,0.1,NTU
5385869,2017-11-15,095F02,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5385874,2017-11-15,095M04,Bendigo,Bendigo (Sebastian),Turbidity,0.2,NTU
5457423,2018-01-10,095N01,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5457391,2018-01-09,090C02,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5457418,2018-01-10,095H05,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5385908,2017-11-15,095L03,Bendigo,Bendigo (Axedale),Turbidity,0.2,NTU
5385886,2017-11-15,095A09,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5386819,2017-12-10,095D08,Bendigo,Epsom - Huntly,Turbidity,0.1,NTU
5386976,2017-12-12,090A02,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5386987,2017-12-12,090C03,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5569723,2018-03-08,090D03,Laanecoorie,Bealiba,Turbidity,0.05,NTU
5472323,2018-03-15,095H19,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5472321,2018-03-15,095F01,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5472350,2018-03-15,095L05,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5457393,2018-01-09,095B03,Bendigo,Maiden Gully - Marong,Turbidity,0.05,NTU
5457420,2018-01-10,095J01,Bendigo,Bendigo (Spring Gully),Turbidity,0.1,NTU
5457423,2018-01-10,095N01,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5344540,2017-10-25,095H24,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5460723,2018-03-08,090A05,Laanecoorie,Laanecoorie,Turbidity,0.1,NTU
5385873,2017-11-15,095J08,Bendigo,Bendigo (Spring Gully),Turbidity,0.1,NTU
5385663,2017-11-12,095D07,Bendigo,Epsom - Huntly,THMs,0.009,mg/L
5460118,2018-02-18,095D06,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5385868,2017-11-15,095A06,Bendigo,Bendigo (Northern),Turbidity,0.5,NTU
5344539,2017-10-25,095F04,Bendigo,Big Hill,Turbidity,0.2,NTU
5386536,2017-12-03,095D06,Bendigo,Epsom - Huntly,Turbidity,0.1,NTU
5386536,2017-12-03,095D06,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5386687,2017-12-05,090B03,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5386689,2017-12-05,090D01,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5385907,2017-11-15,095K02,Bendigo,Junortoun,Turbidity,0.2,NTU
5580591,2018-04-18,095C04,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5580368,2018-04-16,095D07,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5580531,2018-04-17,095B09,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5580529,2018-04-17,090C04,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5459745,2018-02-06,090C01,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5459743,2018-02-06,090A01,Laanecoorie,Laanecoorie,Turbidity,0.3,NTU
5459774,2018-02-07,095H08,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5459793,2018-02-07,095A05,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5459790,2018-02-07,095J13,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5459588,2018-02-04,095D04,Bendigo,Epsom - Huntly,Turbidity,0.2,NTU
5386986,2017-12-12,090B09,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5569722,2018-03-08,090C03,Laanecoorie,Tarnagulla,Turbidity,0.1,NTU
5472305,2018-03-14,090C01,Laanecoorie,Tarnagulla,Turbidity,0.05,NTU
5459747,2018-02-06,095B04,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5459746,2018-02-06,090D08,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5460262,2018-02-20,095B06,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5460252,2018-02-20,090C01,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5460251,2018-02-20,090B02,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5610393,2018-04-10,095B04,Bendigo,Maiden Gully - Marong,Turbidity,0.05,NTU
5460319,2018-02-21,095K06,Bendigo,Junortoun,Turbidity,0.1,NTU
5460291,2018-02-21,095N02,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5460275,2018-02-21,095F04,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5460289,2018-02-21,095J04,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5460274,2018-02-21,095A20,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5460306,2018-02-21,095C05,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5460276,2018-02-20,095B06,Bendigo,Maiden Gully - Marong,Turbidity,0.05,NTU
5460308,2018-02-21,095L05,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5460135,2018-02-18,095D06,Bendigo,Epsom - Huntly,THMs,0.14,mg/L
5460287,2018-02-21,095H18,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5460290,2018-02-21,095M03,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5460300,2018-02-21,095N02,Bendigo,Bendigo (Raywood),Turbidity,0.2,NTU
5580559,2018-04-18,095H13,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5614514,2018-04-11,095H22,Bendigo,Bendigo (Southern),Turbidity,0.1,NTU
5614506,2018-04-11,095N02,Bendigo,Bendigo (Raywood),Turbidity,0.05,NTU
5459468,2018-01-30,090A05,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5459531,2018-01-31,095L03,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5459502,2018-01-31,095M01,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5459500,2018-01-31,095H22,Bendigo,Bendigo (Southern),Turbidity,0.1,NTU
5460273,2018-02-21,095A08,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5580560,2018-04-18,095J13,Bendigo,Bendigo (Spring Gully),Turbidity,0.1,NTU
5580368,2018-04-16,095D07,Bendigo,Epsom - Huntly,Turbidity,0.1,NTU
5580530,2018-04-17,090D07,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5580562,2018-04-18,095N01,Bendigo,Bendigo (Raywood),Turbidity,0.2,NTU
5580643,2018-04-22,095D04,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5580558,2018-04-18,095H09,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5386191,2017-11-22,095H03,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5386194,2017-11-22,095N01,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5386192,2017-11-22,095J09,Bendigo,Bendigo (Spring Gully),Turbidity,0.2,NTU
5386202,2017-11-22,095C03,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5387056,2017-12-13,095K01,Bendigo,Junortoun,THMs,0.007,mg/L
5343944,2017-10-10,095B09,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5343942,2017-10-10,090D03,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5386188,2017-11-22,095A01,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5386190,2017-11-22,095F03,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5386190,2017-11-22,095F03,Bendigo,Big Hill,Turbidity,0.2,NTU
5386211,2017-11-22,095L02,Bendigo,Bendigo (Axedale),Turbidity,0.1,NTU
5386193,2017-11-22,095M02,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5389432,2017-11-21,090A01,Laanecoorie,Laanecoorie,THMs,0.092,mg/L
5386177,2017-11-21,090C03,Laanecoorie,Tarnagulla,THMs,0.089,mg/L
5386192,2017-11-22,095J09,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5386191,2017-11-22,095H03,Bendigo,Bendigo (Southern),Turbidity,0.3,NTU
5386194,2017-11-22,095N01,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5386160,2017-11-21,090B05,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5386202,2017-11-22,095C03,Bendigo,Strathfieldsaye,Turbidity,0.1,NTU
5386161,2017-11-21,090C03,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5386211,2017-11-22,095L02,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5386193,2017-11-22,095M02,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5386164,2017-11-21,095B08,Bendigo,Maiden Gully - Marong,Turbidity,0.1,NTU
5457391,2018-01-09,090C02,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5457392,2018-01-09,090D01,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5457390,2018-01-09,090B04,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5282127,2017-09-10,095D10,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5282004,2017-09-06,095F04,Bendigo,Big Hill,THMs,0.006,mg/L
5457393,2018-01-09,095B03,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5386381,2017-11-27,090A04,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5386384,2017-11-27,090D02,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5457922,2018-01-24,095M05,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5457917,2018-01-24,095A23,Bendigo,Bendigo (Northern),Turbidity,0.1,NTU
5457918,2018-01-24,095F03,Bendigo,Big Hill,Turbidity,0.1,NTU
5457414,2018-01-10,095A18,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5457419,2018-01-10,095H10,Bendigo,Bendigo (Southern),Turbidity,0.1,NTU
5457422,2018-01-10,095M05,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5457892,2018-01-23,090A02,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5457921,2018-01-24,095J03,Bendigo,Bendigo (Spring Gully),Turbidity,0.05,NTU
5457916,2018-01-24,095A17,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5389450,2017-11-08,095N01,Bendigo,Bendigo (Raywood),THMs,0.053,mg/L
5385840,2017-11-14,090A05,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5457894,2018-01-23,090C03,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5459291,2018-01-24,095L04,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5385842,2017-11-14,090B01,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5386209,2017-11-22,095C03,Bendigo,Strathfieldsaye,THMs,0.005,mg/L
5386385,2017-11-27,095B01,Bendigo,Maiden Gully - Marong,Turbidity,0.1,NTU
5386455,2017-11-29,095L04,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5385845,2017-11-14,090D03,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5386700,2017-12-05,090D01,Laanecoorie,Bealiba,THMs,0.2,mg/L
5386734,2017-12-06,095F02,Bendigo,Big Hill,THMs,0.006,mg/L
5386721,2017-12-06,095H09,Bendigo,Bendigo (Southern),Turbidity,0.1,NTU
5386720,2017-12-06,095F02,Bendigo,Big Hill,Turbidity,0.2,NTU
5386745,2017-12-06,095L01,Bendigo,Bendigo (Axedale),Turbidity,0.1,NTU
5386743,2017-12-06,095C06,Bendigo,Strathfieldsaye,Turbidity,0.1,NTU
5386725,2017-12-06,095M03,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5386744,2017-12-06,095K08,Bendigo,Junortoun,Turbidity,0.2,NTU
5386726,2017-12-06,095N02,Bendigo,Bendigo (Raywood),Turbidity,0.05,NTU
5457231,2018-01-07,095D02,Bendigo,Epsom - Huntly,Turbidity,0.05,NTU
5457415,2018-01-10,095A19,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5385840,2017-11-14,090A05,Laanecoorie,Laanecoorie,Turbidity,0.3,NTU
5386382,2017-11-27,090B07,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5386455,2017-11-29,095L04,Bendigo,Bendigo (Axedale),Turbidity,0.1,NTU
5386418,2017-11-30,095A04,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5385872,2017-11-15,095H22,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5385871,2017-11-15,095H21,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5385842,2017-11-14,090B01,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5385908,2017-11-15,095L03,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5385845,2017-11-14,090D03,Laanecoorie,Bealiba,Turbidity,0.05,NTU
5457667,2018-01-18,095H02,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5457680,2018-01-18,095J12,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5555675,2018-02-20,090D07,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5460286,2018-02-21,095A08,Bendigo,Bendigo (Northern),Turbidity,0.05,NTU
5459480,2018-01-30,090C01,Laanecoorie,Tarnagulla,THMs,0.11,mg/L
5580564,2018-04-18,095H08,Bendigo,Bendigo (Southern),THMs,0.006,mg/L
5459496,2018-01-31,095A02,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5282588,2017-09-19,090C04,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5172076,2017-05-03,095M01,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5172072,2017-05-03,095A12,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5282614,2017-09-20,095A08,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5282619,2017-09-20,095M02,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5282619,2017-09-20,095M02,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5281735,2017-08-30,095N01,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5385254,2017-11-01,090D07,Laanecoorie,Bealiba,THMs,0.2,mg/L
5282616,2017-09-20,095H03,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5282621,2017-09-20,095J10,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5282615,2017-09-20,095F02,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5282613,2017-09-20,095A07,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5282628,2017-09-20,095A07,Bendigo,Bendigo (Northern),THMs,0.004,mg/L
5282642,2017-09-20,095C03,Bendigo,Strathfieldsaye,Turbidity,0.1,NTU
5282621,2017-09-20,095J10,Bendigo,Bendigo (Spring Gully),Turbidity,0.1,NTU
5282601,2017-09-19,095B08,Bendigo,Maiden Gully - Marong,THMs,0.006,mg/L
5282643,2017-09-20,095K05,Bendigo,Junortoun,Turbidity,0.1,NTU
5174307,2017-05-02,090A01,Laanecoorie,Laanecoorie,Turbidity,0.2,NTU
5132722,2017-04-26,095B04,Bendigo,Maiden Gully - Marong,Turbidity,0.1,NTU
5172098,2017-05-03,095L05,Bendigo,Bendigo (Axedale),Turbidity,0.1,NTU
5172071,2017-05-03,095A11,Bendigo,Bendigo (Northern),Turbidity,0.1,NTU
5172077,2017-05-03,095N01,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5172052,2017-05-02,090D02,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5132771,2017-04-27,095A08,Bendigo,Bendigo (Northern),Turbidity,0.1,NTU
5172159,2017-05-07,095D01,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5198494,2017-06-08,095J11,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5198479,2017-06-08,095A20,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5281989,2017-09-06,095H02,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5282036,2017-09-06,095L03,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5283677,2017-09-05,090A05,Laanecoorie,Laanecoorie,THMs,0.094,mg/L
5281993,2017-09-06,095M01,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5282852,2017-09-26,090B07,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5386420,2017-11-30,095H08,Bendigo,Bendigo (Southern),Turbidity,0.1,NTU
5282050,2017-09-06,095L03,Bendigo,Bendigo (Axedale),THMs,0.051,mg/L
5282127,2017-09-10,095D10,Bendigo,Epsom - Huntly,Turbidity,0.05,NTU
5282306,2017-09-12,090C03,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5282298,2017-09-12,090B01,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5282364,2017-09-13,095C02,Bendigo,Strathfieldsaye,Turbidity,0.1,NTU
5344561,2017-10-25,095K07,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5344526,2017-10-24,095B06,Bendigo,Maiden Gully - Marong,Turbidity,0.1,NTU
5344515,2017-10-24,090C03,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5386702,2017-12-05,095B04,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5344637,2017-10-29,095D03,Bendigo,Epsom - Huntly,Turbidity,0.1,NTU
5385531,2017-11-07,090D02,Laanecoorie,Bealiba,Turbidity,0.2,NTU
5344537,2017-10-25,095A18,Bendigo,Bendigo (Northern),Turbidity,0.1,NTU
5344560,2017-10-25,095C07,Bendigo,Strathfieldsaye,Turbidity,0.3,NTU
5385565,2017-11-08,095M02,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5385646,2017-11-12,095D07,Bendigo,Epsom - Huntly,Turbidity,0.2,NTU
5343989,2017-10-11,095F01,Bendigo,Big Hill,THMs,0.02,mg/L
5343976,2017-10-11,095H16,Bendigo,Bendigo (Southern),Turbidity,0.1,NTU
5344000,2017-10-11,095C04,Bendigo,Strathfieldsaye,Turbidity,0.1,NTU
5344543,2017-10-25,095N03,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5343995,2017-10-11,095L03,Bendigo,Bendigo (Axedale),Turbidity,0.05,NTU
5282382,2017-09-13,095K02,Bendigo,Junortoun,THMs,0.007,mg/L
5282305,2017-09-12,090B01,Laanecoorie,Dunolly,THMs,0.081,mg/L
5282439,2017-09-17,095D06,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5387015,2017-12-13,095H15,Bendigo,Bendigo (Southern),Turbidity,0.2,NTU
5386419,2017-11-30,095F01,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5386454,2017-11-29,095K03,Bendigo,Junortoun,Turbidity,0.2,NTU
5282343,2017-09-13,095M03,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5457894,2018-01-23,090C03,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5457895,2018-01-23,090D02,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5457896,2018-01-23,095B08,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5386718,2017-12-06,095A08,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5386717,2017-12-06,095A07,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5386724,2017-12-06,095J14,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5386719,2017-12-06,095A10,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5386743,2017-12-06,095C06,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5386725,2017-12-06,095M03,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5386723,2017-12-06,095H14,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5386726,2017-12-06,095N02,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5386736,2017-12-06,095J10,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5386757,2017-12-06,095L01,Bendigo,Bendigo (Axedale),THMs,0.045,mg/L
5282335,2017-09-13,095A03,Bendigo,Bendigo (Northern),Turbidity,0.1,NTU
5282338,2017-09-13,095H20,Bendigo,Bendigo (Southern),Turbidity,0.1,NTU
5343959,2017-10-11,095A05,Bendigo,Bendigo (Northern),Turbidity,0.2,NTU
5343979,2017-10-11,095M04,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5343973,2017-10-11,095F01,Bendigo,Big Hill,Turbidity,0.2,NTU
5387014,2017-12-13,095F03,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5387046,2017-12-13,095C04,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5343929,2017-10-10,090A05,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5343977,2017-10-11,095J05,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5344289,2017-10-18,095N02,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5344287,2017-10-18,095H07,Bendigo,Bendigo (Southern),THMs,0.008,mg/L
5344311,2017-10-18,095N02,Bendigo,Bendigo (Raywood),THMs,0.051,mg/L
5344373,2017-10-22,095D02,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5385881,2017-11-15,095A06,Bendigo,Bendigo (Northern),THMs,0.009,mg/L
5282297,2017-09-12,090A01,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5387016,2017-12-13,095H16,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5343393,2017-10-01,095D01,Bendigo,Epsom - Huntly,Turbidity,0.1,NTU
5343393,2017-10-01,095D01,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5343593,2017-10-04,095A15,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5282341,2017-09-13,095J09,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5282309,2017-09-12,095B05,Bendigo,Maiden Gully - Marong,Turbidity,0.05,NTU
5282340,2017-09-13,095H22,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5282338,2017-09-13,095H20,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5282365,2017-09-13,095K02,Bendigo,Junortoun,Turbidity,0.1,NTU
5282297,2017-09-12,090A01,Laanecoorie,Laanecoorie,Turbidity,0.3,NTU
5282336,2017-09-13,095A04,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5282342,2017-09-13,095J13,Bendigo,Bendigo (Spring Gully),Turbidity,0.1,NTU
5282342,2017-09-13,095J13,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5282343,2017-09-13,095M03,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5282335,2017-09-13,095A03,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5282306,2017-09-12,090C03,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5343614,2017-10-04,095N04,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5343625,2017-10-04,095L04,Bendigo,Bendigo (Axedale),Turbidity,0.1,NTU
5343624,2017-10-04,095K08,Bendigo,Junortoun,Turbidity,0.1,NTU
5343725,2017-10-08,095D09,Bendigo,Epsom - Huntly,THMs,0.007,mg/L
5344014,2017-10-11,095K06,Bendigo,Junortoun,THMs,0.008,mg/L
5343715,2017-10-08,095D09,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5459468,2018-01-30,090A05,Laanecoorie,Laanecoorie,Turbidity,0.3,NTU
5459289,2018-01-24,095C03,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5457946,2018-01-24,095A23,Bendigo,Bendigo (Northern),THMs,0.007,mg/L
5459588,2018-02-04,095D04,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5459496,2018-01-31,095A02,Bendigo,Bendigo (Northern),Turbidity,0.1,NTU
5459530,2018-01-31,095K03,Bendigo,Junortoun,Turbidity,0.1,NTU
5459501,2018-01-31,095J08,Bendigo,Bendigo (Spring Gully),Turbidity,0.1,NTU
5459484,2018-01-30,095B01,Bendigo,Maiden Gully - Marong,Turbidity,0.1,NTU
5459503,2018-01-31,095N01,Bendigo,Bendigo (Raywood),Turbidity,0.05,NTU
5472336,2018-03-15,095F01,Bendigo,Big Hill,Turbidity,0.2,NTU
5480792,2018-03-20,090A03,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5577976,2018-03-15,095J06,Bendigo,Bendigo (Spring Gully),Turbidity,0.05,NTU
5385846,2017-11-14,095B05,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5457689,2018-01-17,095C02,Bendigo,Strathfieldsaye,Turbidity,0.3,NTU
5457697,2018-01-17,095C02,Bendigo,Strathfieldsaye,THMs,0.006,mg/L
5463457,2018-01-17,095L05,Bendigo,Bendigo (Axedale),THMs,0.049,mg/L
5385843,2017-11-14,090C04,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5472293,2018-03-14,090D07,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5472349,2018-03-15,095K04,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5577975,2018-03-15,095H19,Bendigo,Bendigo (Southern),Turbidity,0.05,NTU
5480805,2018-03-20,090D08,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5472336,2018-03-15,095F01,Bendigo,Big Hill,THMs,0.11,mg/L
5472480,2018-03-15,095L05,Bendigo,Bendigo (Axedale),Turbidity,0.1,NTU
5577978,2018-03-15,095N01,Bendigo,Bendigo (Raywood),Turbidity,0.05,NTU
5472479,2018-03-15,095C08,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5484299,2018-03-21,095J02,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5480816,2018-03-20,090B01,Laanecoorie,Dunolly,THMs,0.082,mg/L
5484272,2018-03-21,095F02,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5484320,2018-03-21,095K05,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5480804,2018-03-20,090C04,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5577974,2018-03-15,095A16,Bendigo,Bendigo (Northern),Turbidity,0.05,NTU
5386989,2017-12-12,095B09,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5480655,2018-03-18,095D11,Bendigo,Epsom - Huntly,Turbidity,0.05,NTU
5480801,2018-03-20,090A03,Laanecoorie,Laanecoorie,THMs,0.091,mg/L
5484301,2018-03-21,095M02,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5472320,2018-03-15,095A16,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5472318,2018-03-15,095A05,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5577885,2018-03-14,090A01,Laanecoorie,Laanecoorie,Turbidity,0.3,NTU
5480641,2018-03-18,095D11,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5484270,2018-03-21,095A10,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
